SPREFID,USUBJID,SEX,MISPEC,MISEVTXT,MISEV,MIORRES,MIRESCAT,MIDY,trial_set_description
T103239-8,T103239-8-0019,M,"BONE MARROW, FEMUR","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,"BONE MARROW, STERNUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,"SMALL INTESTINE, JEJUNUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,"GLAND, THYROID",MILD,2,HYPERTROPHY,NON-NEOPLASTIC,58,CG
T103239-8,T103239-8-0019,M,PEYER'S PATCH,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,THYMUS,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,"LARGE INTESTINE, CECUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,KIDNEY,MINIMAL,1,BASOPHILIA,NON-NEOPLASTIC,58,CG
T103239-8,T103239-8-0019,M,LIVER,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,"BONE, FEMUR","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,PANCREAS,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,"SMALL INTESTINE, ILEUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,"GLAND, PARATHYROID","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,ESOPHAGUS,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,"GLAND, ADRENAL","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,"BONE, STERNUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0019,M,STOMACH,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0081,F,"GLAND, SALIVARY, SUBMANDIBULAR","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,BRAIN,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,VAGINA,"",,Cycle Estrus,NON-NEOPLASTIC,31,CG
T103239-8,T103239-8-0081,F,"ARTERY, AORTA","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"GLAND, PITUITARY","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,OVIDUCT,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,STOMACH,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,URINARY BLADDER,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"GLAND, LACRIMAL","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"LARGE INTESTINE, CECUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,OVARY,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,KIDNEY,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"GLAND, SALIVARY, PAROTID","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,SPINAL CORD,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,SKIN,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,SPLEEN,MINIMAL,1,EXTRAMEDULLARY HEMATOPOIESIS,NON-NEOPLASTIC,31,CG
T103239-8,T103239-8-0081,F,LARYNX,MINIMAL,1,GRANULOMA,NON-NEOPLASTIC,31,CG
T103239-8,T103239-8-0081,F,EYE,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,LUNG,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"NERVE, OPTIC","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"BONE MARROW, STERNUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"GLAND, MAMMARY","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"LYMPH NODE, ILIAC","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"LYMPH NODE, MESENTERIC","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,SKIN/SUBCUTIS,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,URETER,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"GLAND, HARDERIAN","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,HEART,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"LYMPH NODE, MANDIBULAR","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"BONE, STERNUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,ESOPHAGUS,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,THYMUS,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,UTERUS,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"BONE MARROW, FEMUR","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"GLAND, THYROID","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,LIVER,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,PEYER'S PATCH,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,LIVER,MINIMAL,1,ACCUMULATION,NON-NEOPLASTIC,31,CG
T103239-8,T103239-8-0081,F,TRACHEA,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"SMALL INTESTINE, ILEUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"BONE, FEMUR","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"GLAND, ADRENAL","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"NERVE, SCIATIC","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,PANCREAS,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,SKIN,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,TONGUE,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"GLAND, SALIVARY, SUBLINGUAL","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"MUSCLE, SKELETAL","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"SMALL INTESTINE, JEJUNUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0081,F,"GLAND, PARATHYROID","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0016,M,"SMALL INTESTINE, JEJUNUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,"BONE MARROW, STERNUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,"GLAND, PITUITARY","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,"BONE MARROW, FEMUR","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,"BONE, STERNUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,ESOPHAGUS,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,"GLAND, THYROID",MINIMAL,1,Alteration,NON-NEOPLASTIC,58,CG
T103239-8,T103239-8-0016,M,STOMACH,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,"BONE, FEMUR","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,TRACHEA,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,PEYER'S PATCH,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,"GLAND, PARATHYROID","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,"LARGE INTESTINE, CECUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,PANCREAS,MILD,2,ATROPHY,NON-NEOPLASTIC,58,CG
T103239-8,T103239-8-0016,M,"GLAND, ADRENAL","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,THYMUS,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,SPLEEN,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,"SMALL INTESTINE, ILEUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0016,M,"GLAND, THYROID",MILD,2,HYPERTROPHY,NON-NEOPLASTIC,58,CG
T103239-8,T103239-8-0016,M,LIVER,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0078,F,EYE,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"GLAND, SALIVARY, SUBLINGUAL","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"GLAND, SALIVARY, SUBMANDIBULAR","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"MUSCLE, SKELETAL","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,PANCREAS,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,URETER,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,UTERUS,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"GLAND, PITUITARY","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,OVARY,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"NERVE, OPTIC","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,SPLEEN,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,URINARY BLADDER,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"SMALL INTESTINE, JEJUNUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"BONE MARROW, STERNUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"LARGE INTESTINE, CECUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,SKIN,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,ESOPHAGUS,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"LYMPH NODE, MESENTERIC","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"BONE MARROW, FEMUR","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"ARTERY, AORTA","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,LIVER,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,THYMUS,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,BRAIN,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"LYMPH NODE, ILIAC","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,SPINAL CORD,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"GLAND, HARDERIAN",MILD,2,HEMORRHAGE,NON-NEOPLASTIC,31,CG
T103239-8,T103239-8-0078,F,OVIDUCT,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"BONE, STERNUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"GLAND, SALIVARY, PAROTID","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"NERVE, SCIATIC","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,PEYER'S PATCH,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,STOMACH,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,HEART,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,TRACHEA,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"BONE, FEMUR","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"GLAND, LACRIMAL","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"GLAND, PARATHYROID","",,,,31,CG
T103239-8,T103239-8-0078,F,"GLAND, THYROID","",,ECTOPIC TISSUE,NON-NEOPLASTIC,31,CG
T103239-8,T103239-8-0078,F,SKIN,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"GLAND, ADRENAL","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,KIDNEY,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,SKIN/SUBCUTIS,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"SMALL INTESTINE, ILEUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,TONGUE,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,"LYMPH NODE, MANDIBULAR","",,,,31,CG
T103239-8,T103239-8-0078,F,LUNG,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,LARYNX,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0078,F,VAGINA,"",,Cycle Estrus,NON-NEOPLASTIC,31,CG
T103239-8,T103239-8-0078,F,"GLAND, MAMMARY","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"GLAND, SALIVARY, SUBMANDIBULAR","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"SMALL INTESTINE, JEJUNUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,SKIN,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,BRAIN,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"BONE MARROW, STERNUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,PEYER'S PATCH,"",,,,31,CG
T103239-8,T103239-8-0080,F,"ARTERY, AORTA","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"BONE MARROW, FEMUR","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"BONE, FEMUR","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"GLAND, ADRENAL","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,LARYNX,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,OVIDUCT,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"MUSCLE, SKELETAL",MINIMAL,1,DEGENERATION,NON-NEOPLASTIC,31,CG
T103239-8,T103239-8-0080,F,"GLAND, MAMMARY","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,THYMUS,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"LARGE INTESTINE, CECUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,SKIN,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,URINARY BLADDER,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,LIVER,MINIMAL,1,ACCUMULATION,NON-NEOPLASTIC,31,CG
T103239-8,T103239-8-0080,F,UTERUS,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"LYMPH NODE, MANDIBULAR","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"LYMPH NODE, MESENTERIC","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,SKIN/SUBCUTIS,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"SMALL INTESTINE, ILEUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,VAGINA,"",,Cycle Estrus,NON-NEOPLASTIC,31,CG
T103239-8,T103239-8-0080,F,"GLAND, LACRIMAL","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"NERVE, SCIATIC","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"GLAND, THYROID","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,SPINAL CORD,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,KIDNEY,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,ESOPHAGUS,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"GLAND, HARDERIAN","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"GLAND, SALIVARY, PAROTID","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,LIVER,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"NERVE, OPTIC","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,STOMACH,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"GLAND, PITUITARY",MILD,2,INFILTRATE,NON-NEOPLASTIC,31,CG
T103239-8,T103239-8-0080,F,EYE,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"GLAND, SALIVARY, SUBLINGUAL","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,TONGUE,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"GLAND, PARATHYROID","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"LYMPH NODE, ILIAC","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,OVARY,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,"BONE, STERNUM","",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,HEART,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,LUNG,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,PANCREAS,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,SPLEEN,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,TRACHEA,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0080,F,URETER,"",,UNREMARKABLE,,31,CG
T103239-8,T103239-8-0088,F,"LARGE INTESTINE, CECUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,"GLAND, THYROID",MINIMAL,1,Alteration,NON-NEOPLASTIC,58,CG
T103239-8,T103239-8-0088,F,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,"GLAND, PITUITARY",MODERATE,3,INFILTRATE,NON-NEOPLASTIC,58,CG
T103239-8,T103239-8-0088,F,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,"SMALL INTESTINE, JEJUNUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,"BONE MARROW, STERNUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,"GLAND, PARATHYROID","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,ESOPHAGUS,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,"BONE, STERNUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,"SMALL INTESTINE, ILEUM","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,STOMACH,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,THYMUS,MINIMAL,1,CYST,NON-NEOPLASTIC,58,CG
T103239-8,T103239-8-0088,F,"BONE, FEMUR","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,TRACHEA,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,LIVER,MINIMAL,1,Depletion,NON-NEOPLASTIC,58,CG
T103239-8,T103239-8-0088,F,SPLEEN,MINIMAL,1,EXTRAMEDULLARY HEMATOPOIESIS,NON-NEOPLASTIC,58,CG
T103239-8,T103239-8-0088,F,LIVER,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,PANCREAS,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,"BONE MARROW, FEMUR","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,PEYER'S PATCH,"",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0088,F,"GLAND, ADRENAL","",,UNREMARKABLE,,58,CG
T103239-8,T103239-8-0004,M,"LARGE INTESTINE, COLON","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"MUSCLE, SKELETAL","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,TONGUE,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"BONE MARROW, STERNUM","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"LARGE INTESTINE, RECTUM","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"ARTERY, AORTA","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"GLAND, PARATHYROID","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"GLAND, SALIVARY, PAROTID","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"GLAND, THYROID","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,URINARY BLADDER,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,LARYNX,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"LYMPH NODE, ILIAC","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,SPINAL CORD,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,TRACHEA,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,EYE,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"GLAND, SALIVARY, SUBMANDIBULAR","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"GLAND, SEMINAL VESICLE","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"LARGE INTESTINE, CECUM","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,TESTIS,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,EPIDIDYMIS,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,SKIN,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"BONE, STERNUM","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"SMALL INTESTINE, ILEUM","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,ESOPHAGUS,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,LIVER,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,SKIN/SUBCUTIS,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"GLAND, MAMMARY","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"LYMPH NODE, MANDIBULAR","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"NERVE, SCIATIC","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,STOMACH,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,KIDNEY,MINIMAL,1,BASOPHILIA,NON-NEOPLASTIC,29,CG
T103239-8,T103239-8-0004,M,"BONE, FEMUR","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"GLAND, ADRENAL",MINIMAL,1,VACUOLATION,NON-NEOPLASTIC,29,CG
T103239-8,T103239-8-0004,M,"GLAND, PROSTATE","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,HEART,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,SPLEEN,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"BONE MARROW, FEMUR","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"GLAND, COAGULATING","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"GLAND, HARDERIAN","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"GLAND, SALIVARY, SUBLINGUAL","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,BRAIN,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,LUNG,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"GLAND, PITUITARY","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"NERVE, OPTIC","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"SMALL INTESTINE, JEJUNUM","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,PANCREAS,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,THYMUS,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"LYMPH NODE, MESENTERIC","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,SKIN,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,"SMALL INTESTINE, DUODENUM","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,PEYER'S PATCH,MILD,2,NECROSIS,NON-NEOPLASTIC,29,CG
T103239-8,T103239-8-0004,M,"GLAND, LACRIMAL","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0004,M,URETER,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0006,M,"GLAND, PARATHYROID","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0006,M,TRACHEA,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0006,M,KIDNEY,MINIMAL,1,BASOPHILIA,NON-NEOPLASTIC,29,CG
T103239-8,T103239-8-0006,M,"GLAND, PROSTATE","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0006,M,"GLAND, MAMMARY","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0006,M,"NERVE, SCIATIC","",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0006,M,PEYER'S PATCH,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0006,M,SKIN,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0006,M,SPLEEN,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0006,M,SKIN/SUBCUTIS,"",,UNREMARKABLE,,29,CG
T103239-8,T103239-8-0006,M,TONGUE,"",,UNREMARKABLE,,29,CG
